,Date,avg_comments,avg_bookmarks,avg_shares,year,month,day,weekday,discount_today,avg_discount,Y_discount_1d,Y_avg_discount_1d,Y_discount_3d,Y_avg_discount_3d,Y_discount_7d,Y_avg_discount_7d,Y_discount_14d,Y_avg_discount_14d,discount_past1day,discount_past2day,discount_past3day,discount_past4day,discount_past5day,discount_past6day,discount_past7day,discount_min_past15day,discount_min_past30day,discount_max_past15day,discount_max_past30day,discount_mean_past15day,discount_mean_past30day,nday_away_Martin_Luther_King_Jr_Day,nday_away_Columbus_Day,nday_away_Labor_Day,nday_away_New_Years_Day,nday_away_Thanksgiving,nday_away_Memorial_Day,nday_away_Christmas_Day,nday_away_Washingtons_Birthday,nday_away_Veterans_Day,nday_away_Independence_Day,nday_away_anyholiday
596,2016-01-01,0.0,0.0,0.0,2016,1,1,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,4.0,2.0,0.5192712990540764,3.4574960100244164e-07,5.605339617595758e-14,1.0,0.05293050193270875,6.95213617456976e-23,0.8948393168143698,0.010134227381485734,0.002745041231162644,5.4593307522331215e-33,1.0
597,2016-01-02,0.0,0.0,0.0,2016,1,2,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,2.6666666666666665,2.0,0.5596191218461927,2.3891319952628224e-07,3.3047967556318703e-14,0.9977349953069204,0.04485553036633267,1.3695310990003124e-22,0.8649144172389205,0.012400448027957603,0.002173276647747907,2.396949668898052e-33,0.9977349953069204
598,2016-01-03,0.0,0.0,0.0,2016,1,3,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,1.3333333333333333,2.0,0.6003730411984044,1.6434216793821234e-07,1.939625972470827e-14,0.9909707162514318,0.03784045853143394,2.685690341941217e-22,0.8322075006903012,0.015104783999608878,0.00171281936882384,1.0476321879500156e-33,0.9909707162514318
599,2016-01-04,0.0,0.0,0.0,2016,1,4,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.6411803884299546,1.1253517471925912e-07,1.1332393247975474e-14,0.9797986738537043,0.03177804641749838,5.242885663363464e-22,0.7971141629458125,0.01831563888873418,0.0013438120398556223,2.396949668898052e-33,0.9797986738537043
600,2016-01-05,0.0,0.0,0.0,2016,1,5,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.6816629478612286,7.671105893720845e-08,6.5910664926522654e-15,0.9643690948860915,0.026566137145725102,1.0188617225283034e-21,0.760045927023468,0.022108538597039658,0.0010495325222677763,5.4593307522331215e-33,0.9643690948860915
601,2016-01-06,0.0,0.0,0.0,2016,1,6,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.7214222903547561,5.205447572187675e-08,3.816103628946825e-15,0.9448875602748896,0.022108538597039658,1.971017666651087e-21,0.7214222903547561,0.026566137145725102,0.0008159878350721483,1.237799517733768e-32,0.9448875602748896
602,2016-01-07,0.0,0.0,0.0,2016,1,7,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.760045927023468,3.516321581057925e-08,2.1994547780410763e-15,0.9216104472977248,0.01831563888873418,3.795737739100092e-21,0.6816629478612286,0.03177804641749838,0.0006315414766389987,2.793776256466959e-32,0.9216104472977248
603,2016-01-08,0.0,0.0,0.0,2016,1,8,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.7971141629458125,2.3645554668615604e-08,1.2619447026583566e-15,0.8948393168143698,0.015104783999608878,7.276663454088607e-21,0.6411803884299546,0.03784045853143394,0.0004865757746296883,6.277162123269114e-32,0.8948393168143698
604,2016-01-09,0.0,0.0,0.0,2016,1,9,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.8322075006903012,1.5828539209911236e-08,7.207688734079356e-16,0.8649144172389205,0.012400448027957603,1.3886691616029176e-20,0.6003730411984044,0.04485553036633267,0.00037318957021707967,1.4039947359662446e-31,0.8649144172389205
605,2016-01-10,0.0,0.0,0.0,2016,1,10,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.8649144172389205,1.0547816779454457e-08,4.0980960411175916e-16,0.8322075006903012,0.010134227381485734,2.6381270294181677e-20,0.5596191218461927,0.05293050193270875,0.00028493048887656886,3.1260651434701166e-31,0.8649144172389205
606,2016-01-11,0.0,0.0,0.0,2016,1,11,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.8948393168143698,6.997045994265065e-09,2.3195228302435696e-16,0.7971141629458125,0.008244689844825922,4.9891093927950183e-20,0.5192712990540764,0.06217652402211632,0.00021656025755544176,6.928847118330195e-31,0.8948393168143698
607,2016-01-12,0.0,0.0,0.0,2016,1,12,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.9216104472977248,4.62058847615921e-09,1.3069097000558088e-16,0.760045927023468,0.006677108163747914,9.392490402701178e-20,0.47965226883004425,0.07270717596764426,0.00016385096587198604,1.5288129205360447e-30,0.9216104472977248
608,2016-01-13,0.0,0.0,0.0,2016,1,13,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.9448875602748896,3.0374578711408626e-09,7.330319795513614e-17,0.7214222903547561,0.005383105741918052,1.760227914426155e-19,0.441051290941554,0.08463666150622445,0.00012340980408667956,3.3579801181420154e-30,0.9448875602748896
609,2016-01-14,0.0,0.0,0.0,2016,1,14,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.9643690948860915,1.987712853292263e-09,4.09289565372295e-17,0.6816629478612286,0.004320239474094066,3.2838813589367143e-19,0.40372170860859763,0.09807767964508253,9.252960973638543e-05,7.342303069252906e-30,0.9643690948860915
610,2016-01-15,0.0,0.0,0.0,2016,1,15,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.9797986738537043,1.2948737877910746e-09,2.2749341707408446e-17,0.6411803884299546,0.003451541830562535,6.098688103116819e-19,0.36787944117144233,0.11313897801910364,6.906248619019833e-05,1.5981476628267853e-29,0.9797986738537043
611,2016-01-16,0.0,0.0,0.0,2016,1,16,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.9909707162514318,8.397144824858431e-10,1.2587439785341146e-17,0.6003730411984044,0.002745041231162644,1.1274980485847069e-18,0.33370241075447066,0.12992260830505947,5.131379054322775e-05,3.4628359020592734e-29,0.9909707162514318
612,2016-01-17,0.0,0.0,0.0,2016,1,17,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.3333333333333333,0.9977349953069204,5.420835868877036e-10,6.933242467194433e-18,0.5596191218461927,0.002173276647747907,2.0750357571818113e-18,0.30133083890551066,0.14852091655171076,3.795389888449303e-05,7.469255741829046e-29,0.9977349953069204
613,2016-01-18,0.0,0.0,0.0,2016,1,18,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.6666666666666666,1.0,3.4836240728956334e-10,3.8015944193905344e-18,0.5192712990540764,0.00171281936882384,3.8015944193905344e-18,0.2708683284704635,0.1690133154060661,2.7945321209152884e-05,1.603810890548638e-28,1.0
614,2016-01-19,0.0,0.0,0.0,2016,1,19,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977349953069204,2.2285722505175572e-10,2.0750357571818113e-18,0.47965226883004425,0.0013438120398556223,6.933242467194433e-18,0.24238362999515986,0.19146289967870542,2.0482936846887517e-05,3.4281466917367465e-28,0.9977349953069204
615,2016-01-20,0.0,0.0,0.0,2016,1,20,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9909707162514318,1.4192292867942123e-10,1.1274980485847069e-18,0.441051290941554,0.0010495325222677763,1.2587439785341146e-17,0.21591298091726488,0.21591298091726488,1.4945338524781451e-05,7.294508704739252e-28,0.9909707162514318
616,2016-01-21,0.0,0.0,0.0,2016,1,21,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9797986738537043,8.997229967366561e-11,6.098688103116819e-19,0.40372170860859763,0.0008159878350721483,2.2749341707408446e-17,0.19146289967870542,0.24238362999515986,1.0855496653299211e-05,1.5451231768499288e-27,0.9797986738537043
617,2016-01-22,0.0,0.0,0.0,2016,1,22,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643690948860915,5.678001307018091e-11,3.2838813589367143e-19,0.36787944117144233,0.0006315414766389987,4.09289565372295e-17,0.1690133154060661,0.2708683284704635,7.849175678309677e-06,3.2580712504375464e-27,0.9643690948860915
618,2016-01-23,0.0,0.0,0.0,2016,1,23,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9448875602748896,3.567077669253329e-11,1.760227914426155e-19,0.33370241075447066,0.0004865757746296883,7.330319795513614e-17,0.14852091655171076,0.30133083890551066,5.649744546949397e-06,6.838934727824874e-27,0.9448875602748896
619,2016-01-24,0.0,0.0,0.0,2016,1,24,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9216104472977248,2.2307970104970424e-11,9.392490402701178e-20,0.30133083890551066,0.00037318957021707967,1.3069097000558088e-16,0.12992260830505947,0.33370241075447066,4.048218864632775e-06,1.429047782650265e-26,0.9216104472977248
620,2016-01-25,0.0,0.0,0.0,2016,1,25,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8948393168143698,1.3887943864964021e-11,4.9891093927950183e-20,0.2708683284704635,0.00028493048887656886,2.3195228302435696e-16,0.11313897801910364,0.36787944117144233,2.8875503621930407e-06,2.972593012420696e-26,0.8948393168143698
621,2016-01-26,0.0,0.0,0.0,2016,1,26,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8649144172389205,8.606890178604721e-12,2.6381270294181677e-20,0.24238362999515986,0.00021656025755544176,4.0980960411175916e-16,0.09807767964508253,0.40372170860859763,2.050338474493025e-06,6.155375693545423e-26,0.8649144172389205
622,2016-01-27,0.0,0.0,0.0,2016,1,27,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8322075006903012,5.309883359214771e-12,1.3886691616029176e-20,0.21591298091726488,0.00016385096587198604,7.207688734079356e-16,0.08463666150622445,0.441051290941554,1.449278887147761e-06,1.2688318989310368e-25,0.8322075006903012
623,2016-01-28,0.0,0.0,0.0,2016,1,28,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7971141629458125,3.2610248726700355e-12,7.276663454088607e-21,0.19146289967870542,0.00012340980408667956,1.2619447026583566e-15,0.07270717596764426,0.47965226883004425,1.0197853771706282e-06,2.603658507632229e-25,0.7971141629458125
624,2016-01-29,0.0,0.0,0.0,2016,1,29,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.760045927023468,1.9936717358377863e-12,3.795737739100092e-21,0.1690133154060661,9.252960973638543e-05,2.1994547780410763e-15,0.06217652402211632,0.5192712990540764,7.143252560542774e-07,5.318563715269067e-25,0.760045927023468
625,2016-01-30,0.0,0.0,0.0,2016,1,30,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7214222903547561,1.2133430395437822e-12,1.971017666651087e-21,0.14852091655171076,6.906248619019833e-05,3.816103628946825e-15,0.05293050193270875,0.5596191218461927,4.980966734693725e-07,1.0815214096490333e-24,0.7214222903547561
626,2016-01-31,0.0,0.0,0.0,2016,1,31,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6816629478612286,7.35095839585829e-13,1.0188617225283034e-21,0.12992260830505947,5.131379054322775e-05,6.5910664926522654e-15,0.04485553036633267,0.6003730411984044,3.4574960100244164e-07,2.1893050878062735e-24,0.6816629478612286
627,2016-02-01,0.0,0.0,0.0,2016,2,1,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6411803884299546,4.433377746328046e-13,5.242885663363464e-22,0.11313897801910364,3.795389888449303e-05,1.1332393247975474e-14,0.03784045853143394,0.6411803884299546,2.3891319952628224e-07,4.411719196996002e-24,0.6411803884299546
628,2016-02-02,0.0,0.0,0.0,2016,2,2,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6003730411984044,2.661680480344294e-13,2.685690341941217e-22,0.09807767964508253,2.7945321209152884e-05,1.939625972470827e-14,0.03177804641749838,0.6816629478612286,1.6434216793821234e-07,8.849930260292657e-24,0.6816629478612286
629,2016-02-03,0.0,0.0,0.0,2016,2,3,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5596191218461927,1.5907704423661305e-13,1.3695310990003124e-22,0.08463666150622445,2.0482936846887517e-05,3.3047967556318703e-14,0.026566137145725102,0.7214222903547561,1.1253517471925912e-07,1.7672673139340898e-23,0.7214222903547561
630,2016-02-04,0.0,0.0,0.0,2016,2,4,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5192712990540764,9.464322195262531e-14,6.95213617456976e-23,0.07270717596764426,1.4945338524781451e-05,5.605339617595758e-14,0.022108538597039658,0.760045927023468,7.671105893720845e-08,3.513136727828072e-23,0.760045927023468
631,2016-02-05,0.0,0.0,0.0,2016,2,5,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47965226883004425,5.605339617595758e-14,3.513136727828072e-23,0.06217652402211632,1.0855496653299211e-05,9.464322195262531e-14,0.01831563888873418,0.7971141629458125,5.205447572187675e-08,6.95213617456976e-23,0.7971141629458125
632,2016-02-06,0.0,0.0,0.0,2016,2,6,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441051290941554,3.3047967556318703e-14,1.7672673139340898e-23,0.05293050193270875,7.849175678309677e-06,1.5907704423661305e-13,0.015104783999608878,0.8322075006903012,3.516321581057925e-08,1.3695310990003124e-22,0.8322075006903012
633,2016-02-07,0.0,0.0,0.0,2016,2,7,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40372170860859763,1.939625972470827e-14,8.849930260292657e-24,0.04485553036633267,5.649744546949397e-06,2.661680480344294e-13,0.012400448027957603,0.8649144172389205,2.3645554668615604e-08,2.685690341941217e-22,0.8649144172389205
634,2016-02-08,0.0,0.0,0.0,2016,2,8,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36787944117144233,1.1332393247975474e-14,4.411719196996002e-24,0.03784045853143394,4.048218864632775e-06,4.433377746328046e-13,0.010134227381485734,0.8948393168143698,1.5828539209911236e-08,5.242885663363464e-22,0.8948393168143698
635,2016-02-09,0.0,0.0,0.0,2016,2,9,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33370241075447066,6.5910664926522654e-15,2.1893050878062735e-24,0.03177804641749838,2.8875503621930407e-06,7.35095839585829e-13,0.008244689844825922,0.9216104472977248,1.0547816779454457e-08,1.0188617225283034e-21,0.9216104472977248
636,2016-02-10,0.0,0.0,0.0,2016,2,10,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30133083890551066,3.816103628946825e-15,1.0815214096490333e-24,0.026566137145725102,2.050338474493025e-06,1.2133430395437822e-12,0.006677108163747914,0.9448875602748896,6.997045994265065e-09,1.971017666651087e-21,0.9448875602748896
637,2016-02-11,0.0,0.0,0.0,2016,2,11,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2708683284704635,2.1994547780410763e-15,5.318563715269067e-25,0.022108538597039658,1.449278887147761e-06,1.9936717358377863e-12,0.005383105741918052,0.9643690948860915,4.62058847615921e-09,3.795737739100092e-21,0.9643690948860915
638,2016-02-12,0.0,0.0,0.0,2016,2,12,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24238362999515986,1.2619447026583566e-15,2.603658507632229e-25,0.01831563888873418,1.0197853771706282e-06,3.2610248726700355e-12,0.004320239474094066,0.9797986738537043,3.0374578711408626e-09,7.276663454088607e-21,0.9797986738537043
639,2016-02-13,0.0,0.0,0.0,2016,2,13,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21591298091726488,7.207688734079356e-16,1.2688318989310368e-25,0.015104783999608878,7.143252560542774e-07,5.309883359214771e-12,0.003451541830562535,0.9909707162514318,1.987712853292263e-09,1.3886691616029176e-20,0.9909707162514318
640,2016-02-14,0.0,0.0,0.0,2016,2,14,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19146289967870542,4.0980960411175916e-16,6.155375693545423e-26,0.012400448027957603,4.980966734693725e-07,8.606890178604721e-12,0.002745041231162644,0.9977349953069204,1.2948737877910746e-09,2.6381270294181677e-20,0.9977349953069204
641,2016-02-15,0.0,0.0,0.0,2016,2,15,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1690133154060661,2.3195228302435696e-16,2.972593012420696e-26,0.010134227381485734,3.4574960100244164e-07,1.3887943864964021e-11,0.002173276647747907,1.0,8.397144824858431e-10,4.9891093927950183e-20,1.0
642,2016-02-16,0.0,0.0,0.0,2016,2,16,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14852091655171076,1.3069097000558088e-16,1.429047782650265e-26,0.008244689844825922,2.3891319952628224e-07,2.2307970104970424e-11,0.00171281936882384,0.9977349953069204,5.420835868877036e-10,9.392490402701178e-20,0.9977349953069204
643,2016-02-17,0.0,0.0,0.0,2016,2,17,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12992260830505947,7.330319795513614e-17,6.838934727824874e-27,0.006677108163747914,1.6434216793821234e-07,3.567077669253329e-11,0.0013438120398556223,0.9909707162514318,3.4836240728956334e-10,1.760227914426155e-19,0.9909707162514318
644,2016-02-18,0.0,0.0,0.0,2016,2,18,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11313897801910364,4.09289565372295e-17,3.2580712504375464e-27,0.005383105741918052,1.1253517471925912e-07,5.678001307018091e-11,0.0010495325222677763,0.9797986738537043,2.2285722505175572e-10,3.2838813589367143e-19,0.9797986738537043
645,2016-02-19,0.0,0.0,0.0,2016,2,19,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09807767964508253,2.2749341707408446e-17,1.5451231768499288e-27,0.004320239474094066,7.671105893720845e-08,8.997229967366561e-11,0.0008159878350721483,0.9643690948860915,1.4192292867942123e-10,6.098688103116819e-19,0.9643690948860915
646,2016-02-20,0.0,0.0,0.0,2016,2,20,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08463666150622445,1.2587439785341146e-17,7.294508704739252e-28,0.003451541830562535,5.205447572187675e-08,1.4192292867942123e-10,0.0006315414766389987,0.9448875602748896,8.997229967366561e-11,1.1274980485847069e-18,0.9448875602748896
647,2016-02-21,0.0,0.0,0.0,2016,2,21,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07270717596764426,6.933242467194433e-18,3.4281466917367465e-28,0.002745041231162644,3.516321581057925e-08,2.2285722505175572e-10,0.0004865757746296883,0.9216104472977248,5.678001307018091e-11,2.0750357571818113e-18,0.9216104472977248
648,2016-02-22,0.0,0.0,0.0,2016,2,22,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06217652402211632,3.8015944193905344e-18,1.603810890548638e-28,0.002173276647747907,2.3645554668615604e-08,3.4836240728956334e-10,0.00037318957021707967,0.8948393168143698,3.567077669253329e-11,3.8015944193905344e-18,0.8948393168143698
649,2016-02-23,0.0,0.0,0.0,2016,2,23,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05293050193270875,2.0750357571818113e-18,7.469255741829046e-29,0.00171281936882384,1.5828539209911236e-08,5.420835868877036e-10,0.00028493048887656886,0.8649144172389205,2.2307970104970424e-11,6.933242467194433e-18,0.8649144172389205
650,2016-02-24,0.0,0.0,0.0,2016,2,24,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04485553036633267,1.1274980485847069e-18,3.4628359020592734e-29,0.0013438120398556223,1.0547816779454457e-08,8.397144824858431e-10,0.00021656025755544176,0.8322075006903012,1.3887943864964021e-11,1.2587439785341146e-17,0.8322075006903012
651,2016-02-25,0.0,0.0,0.0,2016,2,25,3,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03784045853143394,6.098688103116819e-19,1.5981476628267853e-29,0.0010495325222677763,6.997045994265065e-09,1.2948737877910746e-09,0.00016385096587198604,0.7971141629458125,8.606890178604721e-12,2.2749341707408446e-17,0.7971141629458125
652,2016-02-26,0.0,0.0,0.0,2016,2,26,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03177804641749838,3.2838813589367143e-19,7.342303069252906e-30,0.0008159878350721483,4.62058847615921e-09,1.987712853292263e-09,0.00012340980408667956,0.760045927023468,5.309883359214771e-12,4.09289565372295e-17,0.760045927023468
653,2016-02-27,0.0,0.0,0.0,2016,2,27,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026566137145725102,1.760227914426155e-19,3.3579801181420154e-30,0.0006315414766389987,3.0374578711408626e-09,3.0374578711408626e-09,9.252960973638543e-05,0.7214222903547561,3.2610248726700355e-12,7.330319795513614e-17,0.7214222903547561
654,2016-02-28,0.0,0.0,0.0,2016,2,28,6,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022108538597039658,9.392490402701178e-20,1.5288129205360447e-30,0.0004865757746296883,1.987712853292263e-09,4.62058847615921e-09,6.906248619019833e-05,0.6816629478612286,1.9936717358377863e-12,1.3069097000558088e-16,0.6816629478612286
655,2016-02-29,0.0,0.0,0.0,2016,2,29,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01831563888873418,4.9891093927950183e-20,6.928847118330195e-31,0.00037318957021707967,1.2948737877910746e-09,6.997045994265065e-09,5.131379054322775e-05,0.6411803884299546,1.2133430395437822e-12,2.3195228302435696e-16,0.6411803884299546
656,2016-03-01,0.0,0.0,0.0,2016,3,1,1,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015104783999608878,2.6381270294181677e-20,3.1260651434701166e-31,0.00028493048887656886,8.397144824858431e-10,1.0547816779454457e-08,3.795389888449303e-05,0.6003730411984044,7.35095839585829e-13,4.0980960411175916e-16,0.6003730411984044
657,2016-03-02,0.0,0.0,0.0,2016,3,2,2,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012400448027957603,1.3886691616029176e-20,1.4039947359662446e-31,0.00021656025755544176,5.420835868877036e-10,1.5828539209911236e-08,2.7945321209152884e-05,0.5596191218461927,4.433377746328046e-13,7.207688734079356e-16,0.5596191218461927
